,tag_id,tag_name,tag_category,tag_rank,title_id,title_native,title_romaji
101,88,Primarily Male Cast,Cast-Main Cast,69,31706,ジョジョの奇妙な冒険 スティール・ボール・ラン,JoJo no Kimyou na Bouken: Steel Ball Run
102,94,Gore,Theme-Other,66,31706,ジョジョの奇妙な冒険 スティール・ボール・ラン,JoJo no Kimyou na Bouken: Steel Ball Run
103,102,Coming of Age,Theme-Drama,65,31706,ジョジョの奇妙な冒険 スティール・ボール・ラン,JoJo no Kimyou na Bouken: Steel Ball Run
104,639,Body Horror,Theme-Other,53,31706,ジョジョの奇妙な冒険 スティール・ボール・ラン,JoJo no Kimyou na Bouken: Steel Ball Run
105,704,Dinosaurs,Cast-Traits,47,31706,ジョジョの奇妙な冒険 スティール・ボール・ラン,JoJo no Kimyou na Bouken: Steel Ball Run
106,100,Nudity,Cast-Traits,46,31706,ジョジョの奇妙な冒険 スティール・ボール・ラン,JoJo no Kimyou na Bouken: Steel Ball Run
107,122,Trains,Theme-Other-Vehicle,42,31706,ジョジョの奇妙な冒険 スティール・ボール・ラン,JoJo no Kimyou na Bouken: Steel Ball Run
108,96,Time Manipulation,Theme-Sci-Fi,38,31706,ジョジョの奇妙な冒険 スティール・ボール・ラン,JoJo no Kimyou na Bouken: Steel Ball Run
109,614,Nun,Cast-Traits,33,31706,ジョジョの奇妙な冒険 スティール・ボール・ラン,JoJo no Kimyou na Bouken: Steel Ball Run
110,25,Historical,Setting-Time,94,30656,バガボンド,Vagabond
111,43,Swordplay,Theme-Action,93,30656,バガボンド,Vagabond
112,50,Seinen,Demographic,93,30656,バガボンド,Vagabond
113,291,Samurai,Cast-Traits,93,30656,バガボンド,Vagabond
114,391,Philosophy,Theme-Other,91,30656,バガボンド,Vagabond
115,102,Coming of Age,Theme-Drama,89,30656,バガボンド,Vagabond
116,82,Male Protagonist,Cast-Main Cast,84,30656,バガボンド,Vagabond
117,30,Martial Arts,Theme-Action,83,30656,バガボンド,Vagabond
118,326,Cultivation,Theme-Fantasy,81,30656,バガボンド,Vagabond
119,143,Survival,Theme-Other,72,30656,バガボンド,Vagabond
120,250,Rural,Setting-Scene,62,30656,バガボンド,Vagabond
121,94,Gore,Theme-Other,61,30656,バガボンド,Vagabond
122,516,Language Barrier,Setting-Scene,60,30656,バガボンド,Vagabond
123,220,Ghost,Cast-Traits,60,30656,バガボンド,Vagabond
124,111,War,Theme-Other,59,30656,バガボンド,Vagabond
125,262,Outdoor,Setting-Scene,58,30656,バガボンド,Vagabond
126,239,Biographical,Theme-Other,56,30656,バガボンド,Vagabond
127,100,Nudity,Cast-Traits,45,30656,バガボンド,Vagabond
128,155,Rape,Sexual Content,40,30656,バガボンド,Vagabond
129,147,Afterlife,Setting-Universe,32,30656,バガボンド,Vagabond
130,50,Seinen,Demographic,98,30001,MONSTER,MONSTER
131,456,Conspiracy,Theme-Drama,90,30001,MONSTER,MONSTER
132,391,Philosophy,Theme-Other,87,30001,MONSTER,MONSTER
133,85,Tragedy,Theme-Drama,85,30001,MONSTER,MONSTER
134,198,Foreign,Setting-Scene,80,30001,MONSTER,MONSTER
135,327,Noir,Theme-Other,80,30001,MONSTER,MONSTER
136,109,Primarily Adult Cast,Cast-Main Cast,76,30001,MONSTER,MONSTER
137,226,Fugitive,Theme-Action,75,30001,MONSTER,MONSTER
138,82,Male Protagonist,Cast-Main Cast,72,30001,MONSTER,MONSTER
139,186,Crossdressing,Cast-Traits,70,30001,MONSTER,MONSTER
140,40,Police,Theme-Other-Organisations,66,30001,MONSTER,MONSTER
141,694,Detective,Cast-Traits,66,30001,MONSTER,MONSTER
142,659,Medicine,Theme-Other,64,30001,MONSTER,MONSTER
143,153,Time Skip,Setting-Time,45,30001,MONSTER,MONSTER
144,1052,Adoption,Theme-Other,30,30001,MONSTER,MONSTER
145,1121,Torture,Theme-Other,20,30001,MONSTER,MONSTER
146,192,Basketball,Theme-Game-Sport,99,30051,スラムダンク,Slam Dunk
147,82,Male Protagonist,Cast-Main Cast,85,30051,スラムダンク,Slam Dunk
148,46,School,Setting-Scene,75,30051,スラムダンク,Slam Dunk
149,88,Primarily Male Cast,Cast-Main Cast,75,30051,スラムダンク,Slam Dunk
150,105,Ensemble Cast,Cast-Main Cast,75,30051,スラムダンク,Slam Dunk
151,56,Shounen,Demographic,73,30051,スラムダンク,Slam Dunk
152,395,Delinquents,Cast-Traits,66,30051,スラムダンク,Slam Dunk
153,85,Tragedy,Theme-Drama,64,30051,スラムダンク,Slam Dunk
154,311,Rehabilitation,Theme-Drama,100,30642,ヴィンランド・サガ,Vinland Saga
155,618,Vikings,Cast-Traits,97,30642,ヴィンランド・サガ,Vinland Saga
156,25,Historical,Setting-Time,96,30642,ヴィンランド・サガ,Vinland Saga
157,198,Foreign,Setting-Scene,95,30642,ヴィンランド・サガ,Vinland Saga
158,102,Coming of Age,Theme-Drama,94,30642,ヴィンランド・サガ,Vinland Saga
159,50,Seinen,Demographic,90,30642,ヴィンランド・サガ,Vinland Saga
160,82,Male Protagonist,Cast-Main Cast,89,30642,ヴィンランド・サガ,Vinland Saga
161,391,Philosophy,Theme-Other,87,30642,ヴィンランド・サガ,Vinland Saga
162,252,Revenge,Theme-Drama,85,30642,ヴィンランド・サガ,Vinland Saga
163,109,Primarily Adult Cast,Cast-Main Cast,80,30642,ヴィンランド・サガ,Vinland Saga
164,85,Tragedy,Theme-Drama,80,30642,ヴィンランド・サガ,Vinland Saga
165,43,Swordplay,Theme-Action,78,30642,ヴィンランド・サガ,Vinland Saga
166,94,Gore,Theme-Other,76,30642,ヴィンランド・サガ,Vinland Saga
167,153,Time Skip,Setting-Time,76,30642,ヴィンランド・サガ,Vinland Saga
168,88,Primarily Male Cast,Cast-Main Cast,76,30642,ヴィンランド・サガ,Vinland Saga
169,305,Ships,Theme-Other-Vehicle,75,30642,ヴィンランド・サガ,Vinland Saga
170,247,Slavery,Theme-Other,75,30642,ヴィンランド・サガ,Vinland Saga
171,201,Pirates,Cast-Traits,70,30642,ヴィンランド・サガ,Vinland Saga
172,103,Politics,Theme-Other,70,30642,ヴィンランド・サガ,Vinland Saga
173,909,Agriculture,Theme-Slice of Life,65,30642,ヴィンランド・サガ,Vinland Saga
174,516,Language Barrier,Setting-Scene,60,30642,ヴィンランド・サガ,Vinland Saga
175,1045,Heterosexual,Theme-Romance,55,30642,ヴィンランド・サガ,Vinland Saga
176,111,War,Theme-Other,50,30642,ヴィンランド・サガ,Vinland Saga
177,931,Tomboy,Cast-Traits,30,30642,ヴィンランド・サガ,Vinland Saga
178,483,LGBTQ+ Themes,Theme-Other,20,30642,ヴィンランド・サガ,Vinland Saga
179,155,Rape,Sexual Content,20,30642,ヴィンランド・サガ,Vinland Saga
180,100,Nudity,Cast-Traits,20,30642,ヴィンランド・サガ,Vinland Saga
181,116,Volleyball,Theme-Game-Sport,100,65243,ハイキュー！！,Haikyuu!!
182,82,Male Protagonist,Cast-Main Cast,90,65243,ハイキュー！！,Haikyuu!!
183,84,School Club,Setting-Scene,89,65243,ハイキュー！！,Haikyuu!!
184,56,Shounen,Demographic,87,65243,ハイキュー！！,Haikyuu!!
185,102,Coming of Age,Theme-Drama,86,65243,ハイキュー！！,Haikyuu!!
186,264,Athletics,Theme-Game-Sport,86,65243,ハイキュー！！,Haikyuu!!
187,88,Primarily Male Cast,Cast-Main Cast,85,65243,ハイキュー！！,Haikyuu!!
188,105,Ensemble Cast,Cast-Main Cast,77,65243,ハイキュー！！,Haikyuu!!
189,153,Time Skip,Setting-Time,72,65243,ハイキュー！！,Haikyuu!!
190,46,School,Setting-Scene,54,65243,ハイキュー！！,Haikyuu!!
191,494,Twins,Cast-Traits,28,65243,ハイキュー！！,Haikyuu!!
192,169,Boxing,Theme-Game-Sport,97,31303,あしたのジョー,Ashita no Joe
193,85,Tragedy,Theme-Drama,92,31303,あしたのジョー,Ashita no Joe
194,102,Coming of Age,Theme-Drama,89,31303,あしたのジョー,Ashita no Joe
195,82,Male Protagonist,Cast-Main Cast,83,31303,あしたのジョー,Ashita no Joe
196,311,Rehabilitation,Theme-Drama,79,31303,あしたのジョー,Ashita no Joe
197,56,Shounen,Demographic,76,31303,あしたのジョー,Ashita no Joe
198,595,Urban,Setting-Scene,73,31303,あしたのジョー,Ashita no Joe
199,264,Athletics,Theme-Game-Sport,70,31303,あしたのジョー,Ashita no Joe
200,88,Primarily Male Cast,Cast-Main Cast,64,31303,あしたのジョー,Ashita no Joe
201,395,Delinquents,Cast-Traits,60,31303,あしたのジョー,Ashita no Joe
202,198,Foreign,Setting-Scene,35,31303,あしたのジョー,Ashita no Joe
203,199,Yakuza,Theme-Other-Organisations,28,31303,あしたのジョー,Ashita no Joe
204,85,Tragedy,Theme-Drama,100,98361,三日間の幸福,Mikkakan no Koufuku
205,391,Philosophy,Theme-Other,96,98361,三日間の幸福,Mikkakan no Koufuku
206,82,Male Protagonist,Cast-Main Cast,80,98361,三日間の幸福,Mikkakan no Koufuku
207,109,Primarily Adult Cast,Cast-Main Cast,78,98361,三日間の幸福,Mikkakan no Koufuku
208,50,Seinen,Demographic,73,98361,三日間の幸福,Mikkakan no Koufuku
209,394,Writing,Theme-Arts,60,98361,三日間の幸福,Mikkakan no Koufuku
210,1045,Heterosexual,Theme-Romance,50,98361,三日間の幸福,Mikkakan no Koufuku
211,404,College,Setting-Scene,40,98361,三日間の幸福,Mikkakan no Koufuku
212,195,Photography,Theme-Arts,40,98361,三日間の幸福,Mikkakan no Koufuku
213,118,Drawing,Theme-Arts,40,98361,三日間の幸福,Mikkakan no Koufuku
214,176,Mopeds,Theme-Other-Vehicle,35,98361,三日間の幸福,Mikkakan no Koufuku
215,519,Autobiographical,Theme-Other,20,98361,三日間の幸福,Mikkakan no Koufuku
216,240,Amnesia,Cast-Traits,20,98361,三日間の幸福,Mikkakan no Koufuku
217,102,Coming of Age,Theme-Drama,98,34632,おやすみプンプン,Oyasumi Punpun
218,50,Seinen,Demographic,94,34632,おやすみプンプン,Oyasumi Punpun
219,391,Philosophy,Theme-Other,87,34632,おやすみプンプン,Oyasumi Punpun
220,85,Tragedy,Theme-Drama,86,34632,おやすみプンプン,Oyasumi Punpun
221,654,Denpa,Theme-Other,83,34632,おやすみプンプン,Oyasumi Punpun
222,1046,Suicide,Theme-Drama,74,34632,おやすみプンプン,Oyasumi Punpun
223,153,Time Skip,Setting-Time,70,34632,おやすみプンプン,Oyasumi Punpun
224,82,Male Protagonist,Cast-Main Cast,67,34632,おやすみプンプン,Oyasumi Punpun
225,46,School,Setting-Scene,61,34632,おやすみプンプン,Oyasumi Punpun
226,586,Cult,Theme-Other-Organisations,60,34632,おやすみプンプン,Oyasumi Punpun
227,145,Work,Setting-Scene,57,34632,おやすみプンプン,Oyasumi Punpun
228,100,Nudity,Cast-Traits,57,34632,おやすみプンプン,Oyasumi Punpun
229,639,Body Horror,Theme-Other,52,34632,おやすみプンプン,Oyasumi Punpun
230,138,Age Gap,Theme-Romance,38,34632,おやすみプンプン,Oyasumi Punpun
231,155,Rape,Sexual Content,35,34632,おやすみプンプン,Oyasumi Punpun
232,139,Love Triangle,Theme-Romance,20,34632,おやすみプンプン,Oyasumi Punpun
233,102,Coming of Age,Theme-Drama,98,30657,リアル,Real
234,105,Ensemble Cast,Cast-Main Cast,97,30657,リアル,Real
235,311,Rehabilitation,Theme-Drama,90,30657,リアル,Real
236,82,Male Protagonist,Cast-Main Cast,90,30657,リアル,Real
237,50,Seinen,Demographic,88,30657,リアル,Real
238,192,Basketball,Theme-Game-Sport,87,30657,リアル,Real
239,85,Tragedy,Theme-Drama,73,30657,リアル,Real
240,170,Fitness,Theme-Game-Sport,71,30657,リアル,Real
241,88,Primarily Male Cast,Cast-Main Cast,70,30657,リアル,Real
242,391,Philosophy,Theme-Other,56,30657,リアル,Real
243,144,Meta,Theme-Other,51,30657,リアル,Real
244,171,Bullying,Theme-Drama,36,30657,リアル,Real
245,85,Tragedy,Theme-Drama,91,74489,宝石の国,Houseki no Kuni
246,391,Philosophy,Theme-Other,91,74489,宝石の国,Houseki no Kuni
247,102,Coming of Age,Theme-Drama,90,74489,宝石の国,Houseki no Kuni
248,50,Seinen,Demographic,89,74489,宝石の国,Houseki no Kuni
249,104,Anti-Hero,Cast-Main Cast,85,74489,宝石の国,Houseki no Kuni
250,772,Shapeshifting,Theme-Fantasy,85,74489,宝石の国,Houseki no Kuni
251,105,Ensemble Cast,Cast-Main Cast,82,74489,宝石の国,Houseki no Kuni
252,639,Body Horror,Theme-Other,81,74489,宝石の国,Houseki no Kuni
253,243,Reincarnation,Theme-Other,81,74489,宝石の国,Houseki no Kuni
254,536,Dissociative Identities,Cast-Traits,80,74489,宝石の国,Houseki no Kuni
255,365,Memory Manipulation,Theme-Other,78,74489,宝石の国,Houseki no Kuni
256,252,Revenge,Theme-Drama,78,74489,宝石の国,Houseki no Kuni
257,93,Post-Apocalyptic,Setting-Universe,72,74489,宝石の国,Houseki no Kuni
258,334,Agender,Cast-Traits,72,74489,宝石の国,Houseki no Kuni
259,153,Time Skip,Setting-Time,72,74489,宝石の国,Houseki no Kuni
260,191,Aliens,Cast-Traits,70,74489,宝石の国,Houseki no Kuni
261,63,Space,Setting-Universe,70,74489,宝石の国,Houseki no Kuni
262,43,Swordplay,Theme-Action,63,74489,宝石の国,Houseki no Kuni
263,138,Age Gap,Theme-Romance,20,74489,宝石の国,Houseki no Kuni
264,483,LGBTQ+ Themes,Theme-Other,10,74489,宝石の国,Houseki no Kuni
265,456,Conspiracy,Theme-Drama,93,30025,鋼の錬金術師,Hagane no Renkinjutsushi
266,103,Politics,Theme-Other,90,30025,鋼の錬金術師,Hagane no Renkinjutsushi
267,34,Military,Theme-Other-Organisations,87,30025,鋼の錬金術師,Hagane no Renkinjutsushi
268,56,Shounen,Demographic,81,30025,鋼の錬金術師,Hagane no Renkinjutsushi
269,111,War,Theme-Other,81,30025,鋼の錬金術師,Hagane no Renkinjutsushi
270,391,Philosophy,Theme-Other,81,30025,鋼の錬金術師,Hagane no Renkinjutsushi
271,85,Tragedy,Theme-Drama,80,30025,鋼の錬金術師,Hagane no Renkinjutsushi
272,82,Male Protagonist,Cast-Main Cast,76,30025,鋼の錬金術師,Hagane no Renkinjutsushi
273,95,Steampunk,Theme-Fantasy,68,30025,鋼の錬金術師,Hagane no Renkinjutsushi
274,66,Super Power,Theme-Fantasy,66,30025,鋼の錬金術師,Hagane no Renkinjutsushi
275,466,Lost Civilization,Theme-Other,66,30025,鋼の錬金術師,Hagane no Renkinjutsushi
276,164,Tsundere,Cast-Traits,60,30025,鋼の錬金術師,Hagane no Renkinjutsushi
277,29,Magic,Theme-Fantasy,60,30025,鋼の錬金術師,Hagane no Renkinjutsushi
278,157,Guns,Theme-Action,56,30025,鋼の錬金術師,Hagane no Renkinjutsushi
279,774,Chimera,Cast-Traits,56,30025,鋼の錬金術師,Hagane no Renkinjutsushi
280,25,Historical,Setting-Time,44,30025,鋼の錬金術師,Hagane no Renkinjutsushi
281,105,Ensemble Cast,Cast-Main Cast,40,30025,鋼の錬金術師,Hagane no Renkinjutsushi
282,931,Tomboy,Cast-Traits,40,30025,鋼の錬金術師,Hagane no Renkinjutsushi
283,1045,Heterosexual,Theme-Romance,40,30025,鋼の錬金術師,Hagane no Renkinjutsushi
284,779,Kuudere,Cast-Traits,30,30025,鋼の錬金術師,Hagane no Renkinjutsushi
285,253,Gods,Cast-Traits,91,112275,天官赐福,Tian Guan Ci Fu
286,75,Boys' Love,Theme-Romance,87,112275,天官赐福,Tian Guan Ci Fu
287,483,LGBTQ+ Themes,Theme-Other,87,112275,天官赐福,Tian Guan Ci Fu
288,15,Demons,Cast-Traits,86,112275,天官赐福,Tian Guan Ci Fu
289,85,Tragedy,Theme-Drama,85,112275,天官赐福,Tian Guan Ci Fu
290,220,Ghost,Cast-Traits,82,112275,天官赐福,Tian Guan Ci Fu
291,82,Male Protagonist,Cast-Main Cast,80,112275,天官赐福,Tian Guan Ci Fu
292,207,Full Color,Technical,80,112275,天官赐福,Tian Guan Ci Fu
293,1046,Suicide,Theme-Drama,79,112275,天官赐福,Tian Guan Ci Fu
294,326,Cultivation,Theme-Fantasy,76,112275,天官赐福,Tian Guan Ci Fu
295,25,Historical,Setting-Time,75,112275,天官赐福,Tian Guan Ci Fu
296,88,Primarily Male Cast,Cast-Main Cast,68,112275,天官赐福,Tian Guan Ci Fu
297,29,Magic,Theme-Fantasy,65,112275,天官赐福,Tian Guan Ci Fu
298,303,Wuxia,Theme-Fantasy,55,112275,天官赐福,Tian Guan Ci Fu
299,142,Food,Theme-Arts,40,112275,天官赐福,Tian Guan Ci Fu
300,252,Revenge,Theme-Drama,30,112275,天官赐福,Tian Guan Ci Fu
301,466,Lost Civilization,Theme-Other,30,112275,天官赐福,Tian Guan Ci Fu
302,156,Achronological Order,Setting-Time,30,112275,天官赐福,Tian Guan Ci Fu
303,186,Crossdressing,Cast-Traits,30,112275,天官赐福,Tian Guan Ci Fu
304,639,Body Horror,Theme-Other,20,112275,天官赐福,Tian Guan Ci Fu
305,34,Military,Theme-Other-Organisations,98,46765,キングダム,Kingdom
306,25,Historical,Setting-Time,97,46765,キングダム,Kingdom
307,111,War,Theme-Other,93,46765,キングダム,Kingdom
308,50,Seinen,Demographic,83,46765,キングダム,Kingdom
309,103,Politics,Theme-Other,81,46765,キングダム,Kingdom
310,198,Foreign,Setting-Scene,73,46765,キングダム,Kingdom
311,82,Male Protagonist,Cast-Main Cast,71,46765,キングダム,Kingdom
312,43,Swordplay,Theme-Action,70,46765,キングダム,Kingdom
313,94,Gore,Theme-Other,69,46765,キングダム,Kingdom
314,88,Primarily Male Cast,Cast-Main Cast,63,46765,キングダム,Kingdom
315,102,Coming of Age,Theme-Drama,60,46765,キングダム,Kingdom
316,456,Conspiracy,Theme-Drama,55,46765,キングダム,Kingdom
317,153,Time Skip,Setting-Time,43,46765,キングダム,Kingdom
318,100,Nudity,Cast-Traits,28,46765,キングダム,Kingdom
319,83,Slapstick,Theme-Comedy,99,87395,ぐらんぶる,Grand Blue
320,281,Surreal Comedy,Theme-Comedy,94,87395,ぐらんぶる,Grand Blue
321,82,Male Protagonist,Cast-Main Cast,92,87395,ぐらんぶる,Grand Blue
322,50,Seinen,Demographic,91,87395,ぐらんぶる,Grand Blue
323,404,College,Setting-Scene,89,87395,ぐらんぶる,Grand Blue
324,109,Primarily Adult Cast,Cast-Main Cast,88,87395,ぐらんぶる,Grand Blue
325,811,Scuba Diving,Theme-Game-Sport,85,87395,ぐらんぶる,Grand Blue
326,100,Nudity,Cast-Traits,85,87395,ぐらんぶる,Grand Blue
327,161,Bar,Setting-Scene,85,87395,ぐらんぶる,Grand Blue
328,779,Kuudere,Cast-Traits,74,87395,ぐらんぶる,Grand Blue
329,23,Female Harem,Theme-Romance,62,87395,ぐらんぶる,Grand Blue
330,97,Otaku Culture,Theme-Other,61,87395,ぐらんぶる,Grand Blue
331,163,Yandere,Cast-Traits,60,87395,ぐらんぶる,Grand Blue
332,139,Love Triangle,Theme-Romance,57,87395,ぐらんぶる,Grand Blue
333,164,Tsundere,Cast-Traits,54,87395,ぐらんぶる,Grand Blue
334,144,Meta,Theme-Other,50,87395,ぐらんぶる,Grand Blue
335,294,Bisexual,Theme-Romance,50,87395,ぐらんぶる,Grand Blue
